sentence,label
i got this idea watching them go down everything was being destroyed see but it seemed that there was one new thing being made a sort of responsibility man for man,2
you know what i mean to show that to bring that onto the earth again like some kind of monument and everyone would feel it standing behind him and it would make a difference to him,2
then i came back and it was incredible there was no meaning in it here the whole thing to them seemed like sort of a bus accident i went to work with dad and that rat race again,2
and i felt what you said ashamed somehow because nobody was changed at all it seemed to make suckers out of a lot of guys i felt wrong to be alive to open the new bank book drive the new car see the new refrigerator,2
i mean you can take those things out of a war but when you drive that car you have gotta know that it came out of the love a man can have for a man you have gotta be a little better because of it,2
because otherwise all you have is really loot and there is blood on it and i did not want to take any of it and i guess that included you,2
what flashlight,3
yeah,3
we did not see them the first time either,3
about what,3
what time is it they are supposed to run around midnight,1
this is great is not it look at the night we have got here could not be better,1
i would have liked to have gone a little further up the coast to get away from the lights and the people but i was afraid we would miss it,1
how you doing,1
is that no is that just foam i cannot even tell,1
well i guess we can tell it probably is not right probably be unmistakable do not you think,1
how you doing aw you know what i forgot i forgot to bring my flashlight oh how could i be so stupid i should have brought my flashlight,1
oh well sure,3
right of course our flashlight mine and yours i mean me flashlight is su flashlight naturally,3
i wonder do they always run during a full moon i cannot remember if it was full last year do you remember,3
you cold do you want my jacket oh we should have brought the blanket our blanket,3
this is great is not it a six pack would be just the ticket right now,1
i cannot believe i forgot i am like a kid it is amazing i got out of the house with my fly zipped,1
you think they can hear us talk or feel the vibrations in the sand when we move around,1
do you want my jacket,3
right,3
that is my point too,3
no no that is not my point the point is there is no point in coming down if we just leave do not you want to see it,3
think about the people in kansas they had to get plane tickets and hotel reservations to see this we live forty minutes away it is too good to pass up,1
yeah but that moment on the beach is the highlight of their little lives all that flopping is laying eggs or what do you spawning or mating i mean,1
this is a big night for these guys life s last orgy,1
alright but it is fish that do something that none of the other fish do like the swallows returning to capistrano or the lemmings throwing themselves off the cliffs,1
i do not get it the first time we came here you said it was the best night of your life,3
we were not in a good spot,3
there is that no that is just seaweed is not it,1
oh man this is great is not it i would not miss this for anything here think about this all right i know you are not interested but think about this,1
all as one this time release instinctual little firecracker went off and they all turned and formed a line as long as the california coast and started swimming and they are swimming right now as if that is all that matters,1
it is like single mindedness with no mind it is urgency that is pure urge they do not know what drives them they do not ask it a question or give it a name,1
they just turn as one and start the swim that brings them right here to where we stand for a massive celebration of sex and death,1
ah god i am giving myself goose bumps look all my hairs are popped up,1
well so what do you think,3
what i was saying,3
about what,3
god damn it augie do not ask me that i hate it when you ask me that you always ask me that it is insulting,0
we just have different ideas of what this evening is supposed to look like,0
i mean i feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up and the fish will not show up,0
do you remember the first time we came to see it it was about four years ago right after we got married,2
i thought i was pregnant you had a bottle of champagne but no glasses you asked me to dance so we kicked off our shoes and you popped the cork,2
and while we were dancing you said the softest most intimate things to me right into my ear so that i could feel them as much as hear them,2
and i remember thinking this is it you know at last at last i am as happy as i am supposed to be,2
just dancing barefoot in the sand drinking champagne out of the bottle,2
i would rather not remember some things i would rather not hope for some things,2
no,2
no,2
no,2
well this is not anything like i thought anything would be like,2
i know that augie really i do,2
i know that you meant this to be special and nice and the sand and the moon and all but i just could not help thinking about being somewhere else,2
i did not say that,2
you are the one who probably wishes you were with someone else someone who you d rather enjoy yourself and did not take everything so hard,2
augie you brought refreshments,1
well then we do not need glasses,1
no i think you might be right maybe this is the spot after all,1
augie i am sorry,2
or not,1
well so what do you think,1
what i was saying,3
it certainly is not it is slightly exaggerated scientific fact,3
well i am not the only one look at all these people,3
carla can i ask you something do not take this wrong but are you having your period,3
there is nothing to it we come here the grunion arrive they do their little fish business we go ooh ah look at the fish they go home we go home,3
we have missed them twice that is not ever,3
well we will see them this year,3
it is just fish nothing to get traumatized about,3
you said hey the grunion are running tonight i said great let us go i feel lucky,3
okay so i am putting on my jacket putting out the animals getting the car out of the garage,3
wait a minute i have got it,3
it was in the car right driving past the knickerbocker liquor locker you said let s get some champagne and i said time s a wasting or something like that right,3
yeah of course i see it now you want this to be like that other time right that is it right,3
okay yeah sure i see it now listen you wanna dance,3
you want me to go get some champagne,3
take off our shoes,3
well welcome to the human race do you think this is what i had in mind when i proposed that four years down the road we would be at the beach yelling at each other over fish,0
no carla i am just like you i thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we will have three fat rosy kids and ha ha baby the joke s on us,2
yes it is,3
right,3
i know me neither,2
i am doing the best i can,2
maybe if you were with somebody else too,2
no i know but still i know i do not make you happy,2
i do not know it seemed like a pretty good spot to me i mean look at the view you have of the moon from here,1
well look what we have here,1
it is not champagne,1
shh if we are very quiet the fish might come,1
or not,1
ah it send shivers up my spine,1
behave exquisitely,1
oh of course i shall probably do a court curtsy,1
what is so horrible is that one cannot stay happy,1
it is true the whole business is a very poor joke,1
yes meaning just that,1
who is they,3
if i laugh at everything then i must laugh at us too,3
well how long will it last us this ludicrous overbearing love of ours,3
well shall we always want to bicker and fight,3
oh dear shall we like that,3
well what happens if one of us dies i mean does the one that is left still laugh,3
darling i believe you are talking nonsense,1
elliott worms do not pop,1
oh thank you dear the same applies to you except that if i catch so much as looking at another woman i will kill you,1
which particular one,1
charles that was his name charles he did wriggle so beautifully,1
yes i know you did you threw it out of the window into the grand canal i do not think i will ever forgive you for that,1
it went in intermittently for days,1
it burned my comb too and all the towels in the bathroom,1
that was the first time you ever hit me,3
the manager came in and found us rolling around on the floor biting and scratching like panthers,1
it was ridiculous completely ridiculous,1
i wonder,3
i do not care then,3
hello hello what wrong number,3
with the most perfect poise,3
things that ought to matter dreadfully do not matter at all when one s happy do they,3
oh darling do not say that,3
meaning that sacred and beautiful thing love,3
you must not be serious my dear one that is just what they want,3
all those futile moralists that try to make life unbearable laugh at them be flippant laugh at everything all their sacred shibboleths,3
flippancy brings out the acid in their damn sweetness and light,3
certainly you must we are figures of fun alright,3
who knows,3
no that desire will fade along with our passion,3
depends on how well we have played,3
yes yes with all his might,1
no no it isn t death is very laughable such a cunning little mystery all done with mirrors,1
so is everyone else in the long run,3
let us be superficial and pity the poor philosophers let us blow our trumpets and squeakers and enjoy the party as much as we can like quite idiotic very small school children let us savor the delight of the moment,1
come and kiss me darling before your body rots and worms pop in and out of your eye sockets,1
i do not care what you do see you could paint yourself green and dance naked in the place vendome and rush off madly with all the men in the world and i shall not say a word as long as you love me best,3
you remember that awful scene we had in venice,3
the one when you bought that little painted wooden snake in the piazza and put it on my bed,3
how long did that row last,3
the worst one was in cannes when your curling iron burnt a hole in my new dressing gown,3
i did not hit you very hard,3
oh i will never forget his face,1
we were very much younger then,3
as a matter of fact the real cause of that row was peter burden,3
well if you had not been so suspicious and nosey you never would have known a thing about it,3
just seems so silly to go on and on and on with such a thing,3
well it is become a habit with you,3
do not be so stupid,0
what,0
a woman s job is to allure the man watch me a minute will you,1
oh be quiet,0
adders do not snap they sting,0
you are quite insufferable,0
shut up,0
why,0
turn it on again please,0
very well if you insist on being boorish and idiotic,0
you are far too temperamental try to control yourself,0
stop it go away i hate you,0
listen listen indeed i am sick and tired of listening to you damn sadistic bully,0
i hate you stop it stop it i hate you do you hear you are conceited and overbearing and utterly impossible,0
this is the end finally and forever do you hear me the end,0
oh yes i am,0
i am let go of me you are a cruel fiend and i hate and loathe you,0
thank god i realized what you are i would never marry you again ever in my life you are a cruel fiend and i hate you you are a beast you are a beast i hate you stop it stop it,0
as a matter of fact the real cause of that row was peter burden,3
i knew nothing of the sort you took presents from him,3
what of it,0
well what about me,0
me too bored stiff you want some brandy,3
no particular reason anyhow they were very small ones,3
you need not be so grand just because you do not happen to want any yourself at the moment,0
i am not in the least drunk,0
we could get a good debate going about this do not you think intemperate tots,0
i will do no such thing,0
turn it off it is driving me mad,0
turn it off,0
amanda listen listen,0
you are a vile tempered loose living wicked little beast and i hope to never see you again as long as i live,0
you are not going like this,0
you are not,0
shut up shut up,0
i wouldn t i would not marry,0
i would not marry you if you came in crawling on your knees,0
you are a evil vampire and i hope to god i never see you again as long as i live,0
hi how can i help you,3
sure um,3
do you have two forms of id with you,3
i actually need two forms of id i need either a passport or a birth certificate or social security card i am sorry,3
well,3
i i can take your driver s license but i need another form of id in order to process this paper work,3
um that you would need to go home and get another form of id and come back,3
i am sorry sir,3
there is nothing i can do,3
yea i just want to get this done,3
get my new license,3
um no i got my driver s license though,3
uh sorry i forgot them i mean i have got to,3
well is the dri driver s license going to work,3
what i you telling me i waited in that huge line to go and sit down and get my number called like after,0
three hours and,0
should not they have like told us about that i mean why why would they make me go and wait three hours if i have got to go and do it again,0
it is standard i mean i do not work at the d m v how am i supposed to know that like i stand in line i get my,0
i filled out the application right did not i,0
you should not you have like a sign or something maybe like up on the counter when you get the applica maybe on the application,0
what web i did not go to a website why would i need to it is the d m v you come to the d m v you wait in line for three hours and then you go home,0
i do not want you to go,2
i am going to miss you too i do not know what i am going to do here without you it is going to be so lonely and so hard,2
i do not want to be a single mom,2
but,2
it is dangerous i mean how can you make sure that you will,2
i hope so,2
i hope so,2
it is going to be really rough,2
i will send you lots of pictures,2
well just promise me that you going to be safe,2
i mean cannot they put you in like you know kitchen work or something where you will not get,2
will you write me letters paper ones,2
our baby needs a dad you cannot leave okay you cannot disappear,2
i will miss you too,2
i know i know i do not want to go either baby i love you know and i am going to miss you a lot,2
you will not be i will be back i will be back before you know it all right and,2
and,2
you gotta take care of our baby for me alright,2
i hope so because i am not going to be able to survive without all that i do not know what i am going to do,2
i have never been i have never been away from you for two weeks let alone a year,2
there is people that thought it was the right thing to do so now we have to we have to do what we have to do for our country,2
and it will work out you know go there and do that yeah i will be back,3
our baby has a dad alright daddy is going to be back soon,2
i want you to you know take lots of video pictures and i can see you when i get back or while i am there i am going to miss you,2
what what you look really happy what is going on,1
finally did what,1
oh my gosh well and did,1
did she say yes,1
that is like the most definitive,1
i would have thought you would have told me that you were planning on doing this,1
yea i guess so oh my gosh was she surprised,1
oh you did not,1
oh my gosh that is so cute,1
that is so romantic oh my gosh she must have died that is like one of those things you write into a magazine about like my boyfriend did this oh my god,1
she must have flipped out,1
right exactly because you cannot say no in front of thousands of people laughter,1
did you bring her up on stage too,1
oh my gosh that is so cute,1
are your parents excited or,1
ooh that would be fun,1
oh my gosh i cannot believe you are getting married that is so cool,1
golly it just makes me all like romantic inside like i really want that to happen to me laughter,1
yay well congratulations that is so cool breathing i cannot wait,1
oh you are never going to believe it,1
well i finally did it,1
yes she said yes laughter i know,1
yes yes you know she she was like i mean she was happy you know,1
i i think it was about time i do not know maybe you know what it is been it is been long enough now,1
oh well it was you know we were at this at this concert and yeah,1
so i i talked to some of the crew before hand and,1
i i did,1
i know so,1
i got to freak her out,1
no yes so,1
yea that way she was guaranteed that she could not say no,1
no but it was good,1
yes yes laughter,1
i know it was i do not know i was really nervous but i am really i am really glad,1
oh yes they they you know they love her and so i mean,1
yea yea i am not too sure where yet i guess you know i kind of got to figure some stuff out here first,1
i know,1
oh it will obviously you know but i know it is something i do not know you never really think about it happening like before hand,1
sure oh yes,1
yes well thanks thanks thank you yeah,1
hah,1
so how you feeling,3
you have been doing a lot of work for it right,3
right so the fact you doing the best that you can is,3
you know you should not give yourself a hard time for that it is the best you can,3
well but you care about what you do right,3
i understand that it is so frustrating but i know that you are here because you really want it you know and and uh,3
well i mean you are still here you have tried for this long so i think that says something all in itself,3
you are persistence i mean that is important that is,3
well you are talented so keep that in mind you know you should not give yourself too hard of a time,3
i am sorry,2
that s i mean there are more factors then just whether you are good or not you know what i mean like,3
and the fact that you know there is always different types of things and what kind of people they want in the office and whether it is male or female or you know what i mean like things are out of your control,3
so you should take that in consideration rather than giving yourself such a hard time,3
you know and the fact you still here and still cooking like it is good that you are thinking about it that you are reconsidering,3
but like just because you are considering why it is been so difficult does not mean you should just stop,3
maybe you should take a little break from it but i do not think you should stop,3
i do not know it is just not i do not know i do not know what to do really you know i am just thinking,2
this does not happen to a normal person,0
right thanks for talking to me,2
hi can i help you,3
oh did you check did you make sure as it went around the second time that it,3
okay well um the f,3
actually i am looking here at the information the flight that you were on we had some trouble with some of the baggage it looks like a few peoples bags did not make it through um so,3
well you can fill out this paperwork um and if for some reason it shows up we can bring it to you but,3
well sometimes it is just late baggage or misplaced baggage and it comes out but it seems to be here and just i am reading off of this that,3
uh it did not make it into the second plane so it looks like there they do not actually know what happened to it,3
um well sometimes there is just difficulties with loading on to the plane uh there can be a theft or uh some sort of you know mishap with a cart or something,3
i i i understand but um,3
okay,3
right,3
i understand that um so i am going to put down here that you looking for your baggage but we actually can t uh this bag is likely not going to show up so what we are going to do,3
sometimes it gets stolen sometimes it gets misplaced on another plane and,3
they they it gets shipped to somewhere else and then it is stuck somewhere and then we have no way of tracking that,3
so we ll what we will do,3
right like i said sometimes a theft and things happen like that but we are willing to reim reimburse you,3
um so,3
we have very tight security but we uh there are times when we just cannot uh make sure there are not absolutely no human error you know,3
i am sorry there is no guarantee on baggage,3
i understand so,3
all right we have already checked back here for your baggage,3
and we will continue to look for it and because your paper,3
well it s it is just sort of help with the fact uh that you lost some of your possessions and we rather do that than,3
the airline cannot afford to give you everything that is in that suitcase and so,3
well because lots of people get their baggage lost and we do not want to have false claims or anything like that so we have,3
we can give you fifty dollar to sort of make up for it to compensate and we can definitely let you know if it shows up but likely more than likely,3
hi um,3
it seems that uh my my bag did not make it out on the carousel,3
yes yes it is gone around like you know twenty times it is been about a half hour,3
okay so what what do i have to get you know,3
but we have the tags on i mean like it would not you know if it got stuck somewhere it is like well this is nobodies bag i mean maybe you know look on the tag and,0
theft do not you know like all these people that are work you keep like an eye on them how can they get away with,0
you do not realize the stuff that i have got in that i really need to get the suitcase okay,0
the a what talking about a core they cannot afford it i mean,0
i mean you are not helping me here what do i have to do here do i need to sue the airline company is that what i should do,0
it does not make any easier yes,2
oh man i am so sorry,2
it is going to be so rough i am sorry,2
yeah,2
totally,2
yeah,2
yes well at least you have a lot of good memories,2
she really cared about you you know,2
and she was,2
yeah,2
even if you still do she ll she will be there,2
are you going to be okay,2
it is going to be okay i promise,2
sure,2
you should not be alone,2
yes,2
yes,2
kathy died last night,2
yeah i mean you know it was a,2
i guess we saw it coming and she lasted a lot a lot longer than uh they expected but you know i mean when it actually happens it is just a lot harder,2
i mean at least she was home she was not in the hospital anymore,2
she was with yeah she was with gary and he said that she was just sitting there and went to sleep closed her eyes and that was it,2
yes i mean it is not as rough on me as it is on him but,2
god it is you know we have spent so much time with them it is just really surreal really weird that we are not going to be able to see her anymore and go,2
out to out to dinner you know and do the troops to california i mean,2
it is just that i do not know it is sort it is sort of a weird thing you know,2
not being able to see anyone again who knows where they really went you know i mean i guess we can just hope that wherever they are now if it is anywhere that it is better i mean,2
she was garbage,2
yes i mean she cared about all of us she was great,2
so loving everybody you know,2
gosh i just hate i just hate to see her go,2
we were all going take a trip to europe you know,2
yes breathing god,2
i just i just do not get it like there is just nothing you can do about it you know it is like just out of your control and it,2
just makes it that much harder to deal because as much as you want to you know make her better see her not in any pain it is like just i do not know just has a mind of its own,2
then she is gone,2
well you know i appreciate you coming over and talking to me i mean it definitely helps,2
to talk to somebody but,2
it is just going to take a while i think,2
ah,2
thank you,2
oh yeah have you gotten letters yet,1
um i do not know where,1
oh my gosh that is so cool,1
laughter it is gotta be it like,1
oh my gosh that is so cool,1
big packet is gotta be the real thing yeah,1
oh my gosh i thought there was like maybe going to be some like i do not know if you are going to get in or not so i am really glad that you did,1
that is so cool,1
yeah totally,1
so you are going to be right here in los angeles that is so cool,1
so can we hang out,1
yay,1
oh yay thank you laughter,1
no but that is an awesome school that is so cool,1
oh totally totally,1
you get to like be a part of that,1
like you get to be a part of that like the like the like a cult,1
laughter like a like a laughter no but i mean like everywhere you go people know who you are,1
so you know what you are going to do there,1
okay they have a lot of good schools right,1
yes it is intimate,1
i know it is so cool,1
fair for you wow oh my gosh,1
i will do the best i can,1
well there are all kinds of awesome secrets so you will really enjoy it it is really great i am so glad,1
yay,1
okay yes totally come visit,1
and we will explore and you going to have such a good time you are going to fit in so well it is going to be awesome,1
so congratulations that is awesome,1
u s c,1
but big packet big packet is nice,1
so it is like yes rip it open and there it is big oh yes,1
yeah i know i know,1
it was you know i was not too sure i mean you know it was kind of last minute for like the application,1
and everything like but,1
it was good yeah i mean,1
i am looking forward to it,1
hey yes you know that is that is what i am coming for,1
you are half the reason i am going laughter,1
you know what i mean i bet the home games are just like nuts you know,1
what,1
laughter i know i mean part of,1
yeah right a cult i am looking forward to being in the cult,1
right i know like you it will not hurt i mean national champions last year wow you know,1
maybe we will do it again this year,1
what is that ahh well you know i am i am thinking um i am leaning towards like communications,1
i i do not know kind of a broad,1
yeah i mean a lot a lot of good stuff oh yeah i mean it s it is just a really good school so really whatever i pick i cannot go wrong i mean i am just,1
i am looking forward to getting there i mean god the campus is cool you know it is like all just very confined i mean just you know it is a college campus you know it is like,1
i mean you got to you got to show me the ropes because i have never been there before so i mean you know your way around already and laughter,1
oh alright,1
i m i m looking forward to that breathing man so yeah i think i am going to come out a little early so i mean i will give you a call and we will definitely,1
laughter thanks yes thanks yes that ll be cool,1
hi thank you so much you are a real person right you are not like a recording,1
okay before i get into it um your menu or whatever like where you choose the different thing depending on the,1
it leads you around in circles you can t there is no way to like get to a real person if you do not already know how to get to there,1
sorry okay um yes,3
thank you very much um so i have a charge on my credit card that um is not mine,3
uh i do not know where it came from and it is actually quite large and i do not have the money for it so,3
okay it was um at the garbage sorry it was at a department store i think it was macy s or something,3
i did buy one thing on ebay i do not know that might,3
great,1
yeah,1
right right,3
okay great,3
yeah totally,3
well thank you so much you have been very helpful i really appreciate it,1
thank you very much bye,1
all right customer service this is steve,3
right no yes i know it is it is a little frustrating,3
i i will give you a little hint next time if it asks if you are on a rotary phone you know just stay on the line instead of instead of hitting one or two to say if you are like on a touch tone,3
pretend like your on a rotary phone goes straight through to a person,3
i know they do not tell you that kind of thing,3
yea all right well let me let me look it up here for a second uh so i think,3
okay alright yeah i i see it on here,3
all right well you know that s that is what we have all of our protection plans for and everything like that so i mean it is,3
it it will work out fine,3
yes we will get we will get rid of it right now i mean just we are going to have to have you um submit something you know we are going to have to have you mail something in for us okay,3
so so you can um find that application you have the internet you can go to our website,3
yeah yeah you get the form right now and yeah,3
we could mail it to you as well but,3
right you can go online print it out and just fill out the form and um send it to us um you know regarding the grievance and,3
and it will get taken off um no problem you know,3
right i mean we might,3
okay,3
uh i mean have you been shopping around on the internet and stuff i mean that you gave,3
uh ha i mean usually sites are pretty well protected but sometimes i mean information gets out so,3
so it is a little a little hard in that situation if you want you know you can um we can we can issue another credit card,3
yeah yeah maybe we ll uh,3
it is a different number and everything,3
yeah yeah,3
yes um but for for that for that charge we will need you to send something in but we can get you processed immediately for this for this for this new card it still goes to the same address right,3
okay all right then we will get it sent out there and,3
and you know just i mean be careful in the future if um,3
if you are ever online or anything like that i mean just make sure it is a secure site and,3
and never you know give it to anyone out never even give out your number to any like unreliable company that you have not heard of or anything like that all right because um we want to we definitely want to help you out but,3
you know it gets it gets difficult you know so alright,3
alright yes i am sorry for all the inconvenience but we will get it taken care of,3
i got an idea but what is the story,3
well you want to make sure that your father isn t,3
from father s point of you he is not dead and you have no right to take his girl,3
you are a considerate fellow there is nothing wrong with that,3
how do you know she will marry you maybe she feels the same way your father does,3
trouble is you do not see enough women you never did,0
i just do not see why it has to be annie,0
what the hell is this,0
what the hell is this are you crazy,0
what about the business what is this,0
must you be inspired,0
tell me you would leave the business,0
well you do not want to think like that,0
yea i can see that,2
i do not know when it cracked he ran into the house and cried in the kitchen,2
no i figured it was best to leave him alone,2
i could hear him right through the floor in my room,2
we have got to say it to him,0
for god sakes it is been three years nobody comes back after three years that is insane,0
you know why i brought annie here do not you,3
you know,3
i am going to ask her to marry me,3
see it is not just my business,0
i do not know why but every time i reach out for something that i really want i have to pull back because someone else will suffer my whole bloody life time after time after time,0
to hell with that,0
i wanted to get this settled first,3
well if she does then that is the end of it from her letters i think she is forgotten him,3
i do not know i will find out then we will trash it out with dad right mom do not avoid me,2
if i cannot do that here well then i will have to get out,2
i will get out i will get married and go live some place else maybe new york,2
i have been a good son too long a good sucker i am through with it,0
the business the business does not inspire me,0
yes i like it and hour a day if i am going to grub for money all day long at least in the evening i want it beautiful,0
yes on this i would,2
why did he invite her here,0
she is been in new york three and half years why all of a sudden,0
nobody comes seven hundred miles just to see,0
he is not going to marry her,0
what is going on here joe,0
she s not his girl joe she knows she is not,0
i want you to act like he is coming back both of you do not you think i have not noticed since he invited her i will not stand for any nonsense,0
i need you to believe with me i cannot stand all alone,2
well maybe he just wanted to see her again,3
how do you know he is even thinking of it,3
well so what,3
you cannot read her mind,3
what does that mean me above all,0
look at you look at you shaking,0
it is all right it is a good thing,1
you know it is lovely here the air is sweet,1
no not sorry but um but i am not gonna stay,1
i knew they would your mother anyway,1
well from her point of view why else would i come,3
i guess this is why i came,1
well you started to write me,1
every day since,1
well what is wrong i mean even in your letters there was some something ashamed,2
it would not work this way,2
do you still feel that way,2
because you must not feel that way because you have a right to everything you have chris everything you understand that me too,2
i mean and your money there s there is nothing wrong with your money i mean your father put hundreds of planes in the air a man should be paid for that,2
what will i do with a fortune,1
i know it went out of style did not it,1
i am embarrassing you and i did not want to tell it to you here i wanted some place we would never been before a place where we would be brand new to each other,1
you felt something that far back,1
ann why did not you let me know,1
let us drive someplace i want to be alone with you,2
no nothing like that,2
yeah i suppose i have been but it is going from me,2
well i lost them,2
just about all,2
it takes some time for a guy to toss that off because they were not just men,2
for instance this one time it had been raining several days and this kid came to me and gave me his last pair of dry socks i put them in pocket it is only a little thing but those are the kind of guys i had,2
they did not die they killed themselves for each other i mean that exactly i mean a little more selfish and they would have been here today,2
i got this idea watching em go down everything was being destroyed see but it seemed that one new thing was made a sort of responsibility man for man you know what i mean,2
to show that to bring that onto the earth again like some kind of monument and everyone can feel it standing behind him and it would make a difference to him,2
then i came back and it was incredible there was no meaning in it here i mean the whole thing to them seemed like it is sort of a bus accident i went to work with dad and that rat race again,2
and i felt what you said ashamed somehow because nobody had changed at all it seemed to make suckers out of a lot of guys i felt wrong to be alive to open the new bank book drive the new car see the new refrigerator,2
i mean you can take those things out of a war but when you drive that car you have gotta realize that it came out of the love a man can have for a man you have gotta be a little better because of it,2
otherwise all you have is really loot and there is blood on it and i did not want to take any of that and i guess that included you,2
i want you now annie,3
fine,3
what flashlight,3
yea,3
i am cold,3
not particularly,3
i am just not,2
yes,3
last year you will also remember our shoes got wet i got sand in my panties you got a sore throat we got into a big fight over nothing and we did not see the grunions,0
that is the wind,3
about what,3
what time is it they are supposed to run around midnight,1
god this great is not it like look at the night we go here it could not be better,1
how you doing,1
is that is that no was that just foam i cannot even tell,1
although i guess you cannot tell it probably is not them probably be unmistakable do not you think,1
how you doing you know what i forgot i forgot to bring my flashlight how how could i forget to bring my flashlight how could i be so stupid,1
you cold you want my jacket we should have we should have brought our blanket our blanket how could we forget to bring the blanket,1
oh a six pack that s should have brought a a six pack be just the ticket right now how could i forget,1
oh man like a kid it is amazing i got out of the house with my fly zipped,1
you think they can hear us talk or feel the vibrations in the sand when we move around,1
honey this is a natural phenomenon i mean it only happens once a year,1
think about the people in kansas they they would have to get a plane ticket and hotel reservations to see this we live forty minutes away it is too good to pass up,1
yea but that moment on the beach is the highlight of their little lives i mean all that flopping is laying eggs or what do you mating or spotting or something like that,1
this is a big night for these guys life s last orgy,1
okay but it is fish that do something none of the other fish do like the swallows returning to capistrano or the lemmings throwing themselves off the cliffs,1
you know there is like there is a certain mystery here a magic a bit of the unexplainable i do not see how you cannot be interested,1
there is that oh no that is just seaweed is not it,1
this is this is great is not it i would not miss this for anything now listen to this i know you are not interested but just listen,1
out there somewhere there is this huge mass of silver fish headed this way,1
they do not why we do not know why they did not take a vote or anything they did not get a map or an invitation,1
just all as one this little time sensitive firecracker instinctual firecracker in their body just went off and all as one they turned and formed a line as long the california coast and started swimming they are swimming right now as if that is the only thing that matters,1
it is single mindedness with no mind it is urgency that is pure urge they do not know what drives them they do not ask it a name or ask it a question,1
they just turn as one and start the swim and brings them right here to this spot where we stand for a massive celebration of sex and death,1
look at me i am giving myself goose bumps all my hairs are popping up,1
goddamn it augie do not ask me that i hate it when you ask me that you always ask me that it is insulting,0
we just have different ideas of what this evening is supposed to look like,0
i mean i feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish will not show up,0
i did want to see them i always do i mean i keep thinking that this is going to be the time and it never is,0
do you remember the first time we came to see it it was about four years ago right after we got married,2
we thought i was pregnant and we opened a bottle of champagne but no glasses you asked me to dance we kicked off our shoes and you popped the cork,2
and when we were dancing you said the softest most intimate things to me right into my ears so i could feel them as much as hear them,2
and i remember thinking that this is it you know at last at last i am as happy as i am supposed to be,2
just dancing barefoot in the sand drinking champagne out of the bottle,2
i would rather not remember some things i would rather not hope for some things,2
no,2
no,2
well but this is not anything like i thought anything would be like,2
i know that you meant this to be special and nice and there is the sand and the moon and everything but i just could not help thinking about being somewhere else,2
do not be ridiculous i mean do not you know that,1
you are the one who probably wishes he was with someone else someone who knew how to enjoy herself and did not take everything so hard,2
well i guess we do not need glasses,1
augie i am sorry,2
or not,1
hmm,3
so what do you think,3
what i was saying,3
certainly it is not slightly exaggerated scientific fact,3
well we will see them this year,3
you were fine during the phone call from marge dinner was okay doing the dishes was no problem let us see i took a shower you watched the news you said,3
the grunion are running tonight i said great let us go i feel lucky,3
okay so i am getting on my jacket and putting out the animals getting the car out of the garage,3
it was in the car right driving past the knickerbocker liquor locker you said let us get some champagne and i said times are wasting or something like that right,1
of course i see it now you want this to be like that other time right that is it right,1
yea okay sure no i see listen you want to dance,3
you want to go get some champagne,3
take off our shoes,3
get married again,3
well welcome to the human race all right do you think this is what i had in mind when i proposed you think i had this great fantasy going that four years down the road we would come to the beach and yell at each other over fish,0
no i know me neither,2
maybe if you were with somebody else too,2
no i know but still i know i do not make you happy,2
now that you mention it no i don t,1
i do not know it seemed like a pretty good spot to me look at the moon view the moon view i got from here,1
what have we got here,1
shh if we are very quiet the fish might come,1
or not,1
what are we going to do,1
now and always sweet,1
oh it sends shivers down my spine,1
behave exquisitely,1
yes i should probably to a court curtsey,1
who is they,1
oh dear should we like that,2
which particular one,1
oh charles that was his name charles it did wiggle so beautifully,1
i know you did you threw it out of the window into the grand canal i do not think i will ever forgive you for that,1
it went on intermittently for days,1
it burned my comb too and all the towels in the bathroom,1
the manager came in and found us rolling around on the floor biting and scratching like panthers,1
oh it was ridiculous completely ridiculous,1
and very much sillier,1
hello hello what wrong number,1
with the most perfect poise,1
things that ought to matter dreadfully do not matter at all when one s is happy do they,1
oh darling do not say that,2
meaning that sacred and beautiful thing love,1
what does it all mean that is what i ask that is what i ask myself in my ceaseless quest for ultimate truth good god what does it all mean,1
you must not be serious my dear one that is just what they want,1
flippancy brings out the acid in their damned sweetness in light,1
certainly you must we figures of fun all right,1
no that desire will fade along with our passion,2
yes yes with all his might,1
no no it isn t death is very laughable such a cunning little mystery all done with mirrors,1
so is everyone else in the long run,1
let us be superficial and pity the poor philosophers let us blow our trumpets and squeakers and enjoy the party as much as we can like quite idiotic very small school children let us savor the delight of the moment,1
come kiss me darling before your body rots and worms pop in and out of your eye sockets,1
you remember that awful scene we had in venice,1
that was a rouser was not it,1
i will never forget his face,1
you knew there was nothing in that,1
presents just a trivial little broach,1
no it wasn t it was very pretty i still have it and i wear it often,3
no i didn t you worked the whole thing up in your jealous imagination,3
what of it,3
it gave him a lot of pleasure it did not hurt me any,3
well if you had not been so nosey and suspicious you never would not have known anything about it,3
no thanks,3
it just seems so silly to go on and on and on with such a thing,3
well it is become a habit with you,3
what,0
no i am just making myself fascinating for you,3
be quiet,0
